"pl_name";"hostname";"sy_mnum";"cb_flag";"disc_year";"pl_orbsmax";"pl_rade";"st_teff";"st_rad";"sy_dist"
"HAT-P-25 b";"HAT-P-25";0;0;2010;0.0466;12.722;5519;0.92;300.384
"HAT-P-26 b";"HAT-P-26";0;0;2010;0.0479;7.062;5079;0.87;141.837
"HAT-P-27 b";"HAT-P-27";0;0;2011;0.04;11.43;5316;0.86;199.173
"HAT-P-28 b";"HAT-P-28";0;0;2011;0.0434;13.585;5680;1.1;401.319
"HAT-P-29 b";"HAT-P-29";0;0;2011;0.0667;13.115;6087;1.3;313.576
"HAT-P-3 b";"HAT-P-3";0;0;2007;0.03866;10.536;5185;0.86;134.554
"HAT-P-30 b";"HAT-P-30";0;0;2011;0.0419;16.141;6304;1.31;213.985
"HAT-P-31 b";"HAT-P-31";0;0;2011;0.061;12.218;6065;1.39;344.05
"HAT-P-32 b";"HAT-P-32";0;0;2011;0.03397;22.194;6001;1.37;289.205
"HAT-P-33 b";"HAT-P-33";0;0;2011;0.04995;20.737;6446;1.64;396.11
"HAT-P-34 b";"HAT-P-34";0;0;2011;0.06774;13.417;6442;1.53;249.325
"HAT-P-35 b";"HAT-P-35";0;0;2011;0.04978;14.93;6096;1.44;506.965
"HAT-P-36 b";"HAT-P-36";0;0;2011;0.0241;14.314;5620;1.04;294.419
"HAT-P-37 b";"HAT-P-37";0;0;2011;0.0379;13.204;5500;0.88;390.594
"HAT-P-38 b";"HAT-P-38";0;0;2012;0.0523;9.247;5330;0.92;255.206
"HAT-P-39 b";"HAT-P-39";0;0;2012;0.0509;17.609;6424;1.76;697.004
"HAT-P-4 b";"HAT-P-4";0;0;2007;0.04438;14.28;5860;1.62;320.451
"HAT-P-40 b";"HAT-P-40";0;0;2012;0.0608;17.038;6080;1.94;464.469
"HAT-P-41 b";"HAT-P-41";0;0;2012;0.04258;22.978;6390;2.05;348.185
"HAT-P-42 b";"HAT-P-42";0;0;2012;0.0575;14.348;5743;1.41;405.238
"HAT-P-43 b";"HAT-P-43";0;0;2012;0.0444;13.63;5693;1.08;528.825
"HAT-P-44 b";"HAT-P-44";0;0;2014;0.0507;13.922;5295;0.95;347.85
"HAT-P-44 c";"HAT-P-44";0;0;2014;1.752;13.0;5295;0.95;347.85
"HAT-P-45 b";"HAT-P-45";0;0;2014;0.0452;15.984;6330;1.32;298.64
"HAT-P-46 b";"HAT-P-46";0;0;2014;0.0577;14.392;6120;1.4;290.736
"HAT-P-49 b";"HAT-P-49";0;0;2014;0.04378;17.822;6820;1.87;350.351
"HAT-P-5 b";"HAT-P-5";0;0;2007;0.04073;13.563;5960;1.12;303.336
"HAT-P-50 b";"HAT-P-50";0;0;2015;0.0453;14.437;6280;1.7;515.458
"HAT-P-51 b";"HAT-P-51";0;0;2015;0.05042;13.507;5453;0.99;440.089
"HAT-P-52 b";"HAT-P-52";0;0;2015;0.03694;11.31;5131;0.89;361.155
"HAT-P-53 b";"HAT-P-53";0;0;2015;0.03159;14.773;5956;1.21;666.802
"HAT-P-54 b";"HAT-P-54";0;0;2015;0.04117;10.581;4390;0.62;143.651
"HAT-P-55 b";"HAT-P-55";0;0;2015;0.04628;14.841;5804;1.1;511.388
"HAT-P-56 b";"HAT-P-56";0;0;2015;0.0423;16.926;6566;1.43;320.639
"HAT-P-57 b";"HAT-P-57";0;0;2015;0.0406;19.504;6330;1.85;279.86
"HAT-P-58 b";"HAT-P-58";0;0;2021;0.04994;14.93;6078;1.53;515.59
"HAT-P-59 b";"HAT-P-59";0;0;2021;0.05064;12.588;5678;1.1;265.471
"HAT-P-6 b";"HAT-P-6";0;0;2007;0.05239;16.589;6570;1.62;275.358
"HAT-P-60 b";"HAT-P-60";0;0;2021;0.06277;18.282;6212;2.2;233.22
"HAT-P-61 b";"HAT-P-61";0;0;2021;0.0301;10.077;5587;0.94;338.84
"HAT-P-62 b";"HAT-P-62";0;0;2021;0.03772;12.027;5629;1.17;348.815
"HAT-P-63 b";"HAT-P-63";0;0;2021;0.04294;12.543;5400;0.97;403.458
"HAT-P-64 b";"HAT-P-64";0;0;2021;0.05387;19.089;6457;1.74;651.897
"HAT-P-65 b";"HAT-P-65";0;0;2016;0.04042;18.058;5872;1.67;738.519
"HAT-P-66 b";"HAT-P-66";0;0;2016;0.04363;17.822;6002;1.88;935.456
"HAT-P-67 b";"HAT-P-67";0;0;2017;0.06505;23.371;6406;2.55;371.686
"HAT-P-68 b";"HAT-P-68";0;0;2020;0.02996;12.016;4508;0.67;202.152
"HAT-P-69 b";"HAT-P-69";0;0;2019;0.06555;18.786;7394;1.93;341.263
"HAT-P-7 b";"HAT-P-7";0;0;2008;0.03809;16.926;6389;2.0;341.079
"HAT-P-70 b";"HAT-P-70";0;0;2019;0.04739;20.961;8450;1.86;330.739
"HAT-P-8 b";"HAT-P-8";0;0;2008;0.04496;15.693;6200;1.57;211.553
"HAT-P-9 b";"HAT-P-9";0;0;2008;0.05287;15.614;6350;1.34;455.203
"HATS-1 b";"HATS-1";0;0;2012;0.0444;14.594;5870;1.04;283.971
"HATS-10 b";"HATS-10";0;0;2015;0.04491;10.862;5880;1.1;534.889
"HATS-11 b";"HATS-11";0;0;2016;0.0507;18.03;6563;1.54;944.603
"HATS-12 b";"HATS-12";0;0;2016;0.0441;7.76;6357;1.17;746.138
"HATS-13 b";"HATS-13";0;0;2015;0.04057;13.585;5523;0.89;421.855
"HATS-14 b";"HATS-14";0;0;2015;0.03815;11.646;5346;0.93;513.011
"HATS-15 b";"HATS-15";0;0;2016;0.02712;12.386;5311;0.92;1139.55
"HATS-16 b";"HATS-16";0;0;2016;0.03744;14.572;5738;1.24;757.044
"HATS-17 b";"HATS-17";0;0;2016;0.1308;8.709;5846;1.09;400.331
"HATS-18 b";"HATS-18";0;0;2016;0.0174;14.897;5600;1.02;624.368
"HATS-2 b";"HATS-2";0;0;2013;0.02317;12.576;5227;0.88;341.925
"HATS-22 b";"HATS-22";0;0;2017;0.05025;10.682;4803;0.69;229.518
"HATS-23 b";"HATS-23";0;0;2017;0.03397;20.849;5780;1.2;639.004
"HATS-24 b";"HATS-24";0;0;2017;0.0238;15.637;6125;1.12;494.182
"HATS-25 b";"HATS-25";0;0;2016;0.05163;14.123;5715;1.11;471.158
"HATS-26 b";"HATS-26";0;0;2016;0.04735;19.616;6071;2.04;861.843
"HATS-27 b";"HATS-27";0;0;2016;0.0611;16.814;6438;1.74;816.988
"HATS-28 b";"HATS-28";0;0;2016;0.04131;13.384;5498;0.92;535.383
"HATS-29 b";"HATS-29";0;0;2016;0.05475;14.022;5670;1.07;353.891
"HATS-3 b";"HATS-3";0;0;2013;0.0485;15.48;6351;1.4;411.211
"HATS-30 b";"HATS-30";0;0;2016;0.04354;13.171;5943;1.06;342.14
"HATS-31 b";"HATS-31";0;0;2016;0.0478;18.383;6050;1.87;773.974
"HATS-32 b";"HATS-32";0;0;2016;0.04024;14.0;5700;1.1;745.116
"HATS-33 b";"HATS-33";0;0;2016;0.03727;13.787;5659;1.02;248.46
"HATS-34 b";"HATS-34";0;0;2016;0.03166;16.029;5380;0.98;508.842
"HATS-35 b";"HATS-35";0;0;2016;0.03199;16.41;6300;1.43;514.555
"HATS-36 b";"HATS-36";0;0;2018;0.0523;12.92;5950;1.1;856.436
"HATS-37 A b";"HATS-37 A";0;0;2020;0.04913;6.793;5326;0.88;211.896
"HATS-38 b";"HATS-38";0;0;2020;0.05036;6.882;5732;1.1;343.525
"HATS-39 b";"HATS-39";0;0;2018;0.06007;17.598;6572;1.62;878.521
"HATS-4 b";"HATS-4";0;0;2014;0.0362;11.433;5403;0.93;416.459
"HATS-40 b";"HATS-40";0;0;2018;0.04997;17.71;6460;2.26;1342.29
"HATS-41 b";"HATS-41";0;0;2018;0.0583;14.908;6424;1.71;737.668
"HATS-42 b";"HATS-42";0;0;2018;0.03689;15.693;6060;1.48;800.377
"HATS-43 b";"HATS-43";0;0;2018;0.04944;13.227;5099;0.81;362.273
"HATS-44 b";"HATS-44";0;0;2018;0.03649;11.96;5080;0.85;446.035
"HATS-45 b";"HATS-45";0;0;2018;0.05511;14.415;6450;1.32;772.11
"HATS-46 b";"HATS-46";0;0;2018;0.05367;10.122;5495;0.85;453.808
"HATS-47 b";"HATS-47";0;0;2020;0.04269;12.52;4512;0.66;300.67
"HATS-48 A b";"HATS-48 A";0;0;2020;0.03769;8.967;4546;0.72;263.609
"HATS-49 b";"HATS-49";0;0;2020;0.04515;8.575;4405;0.7;324.413
"HATS-5 b";"HATS-5";0;0;2014;0.0542;10.223;5304;0.87;246.384
"HATS-50 b";"HATS-50";0;0;2017;0.05046;12.666;5990;1.12;756.742
"HATS-51 b";"HATS-51";0;0;2017;0.04639;15.805;5758;1.44;389.57
"HATS-52 b";"HATS-52";0;0;2017;0.02498;15.491;6010;1.05;555.134
"HATS-53 b";"HATS-53";0;0;2017;0.04753;15.02;5644;1.1;585.77
"HATS-54 b";"HATS-54";0;0;2019;0.037;11.377;5621;1.23;748.585
"HATS-55 b";"HATS-55";0;0;2019;0.05412;14.022;6214;1.13;609.838
"HATS-56 b";"HATS-56";0;0;2019;0.06043;18.921;6536;2.2;564.409
"HATS-57 b";"HATS-57";0;0;2019;0.03493;12.767;5587;0.96;279.485
"HATS-58 A b";"HATS-58 A";0;0;2019;0.05798;12.274;7175;1.43;403.591
"HATS-59 b";"HATS-59";0;0;2018;0.06112;12.621;5670;1.04;642.884
"HATS-59 c";"HATS-59";0;0;2018;2.504;12.3;5670;1.04;642.884
"HATS-6 b";"HATS-6";0;0;2015;0.03623;11.187;3724;0.57;169.318
"HATS-60 b";"HATS-60";0;0;2018;0.04708;12.924;5688;1.46;486.474
"HATS-61 b";"HATS-61";0;0;2018;0.07908;13.395;5542;1.66;679.761
"HATS-62 b";"HATS-62";0;0;2018;0.04163;11.825;5416;0.93;523.067
"HATS-63 b";"HATS-63";0;0;2018;0.04026;13.529;5627;1.07;623.232
"HATS-64 b";"HATS-64";0;0;2018;0.06562;18.82;6554;2.11;1080.15
"HATS-65 b";"HATS-65";0;0;2018;0.04497;16.825;6277;1.31;493.32
"HATS-66 b";"HATS-66";0;0;2018;0.04714;15.816;6626;1.84;1477.98
"HATS-67 b";"HATS-67";0;0;2018;0.03032;18.887;6594;1.44;960.109
"HATS-68 b";"HATS-68";0;0;2018;0.05071;13.809;6147;1.75;603.955
"HATS-69 b";"HATS-69";0;0;2018;0.03211;10.593;5137;0.88;414.537
"HATS-7 b";"HATS-7";0;0;2015;0.04012;6.311;4985;0.82;240.707
"HATS-70 b";"HATS-70";0;0;2019;0.03632;15.513;7930;1.88;1458.83
"HATS-71 b";"HATS-71";0;0;2020;0.03745;11.478;3405;0.48;140.225
"HATS-72 b";"HATS-72";0;0;2020;0.066517;8.097;4656;0.72;127.589
"HATS-74 A b";"HATS-74 A";0;0;2021;0.02384;11.568;3777;0.58;299.389
"HATS-75 b";"HATS-75";0;0;2021;0.032742;9.909;3790;0.58;194.964
"HATS-76 b";"HATS-76";0;0;2021;0.02658;12.094;4016;0.63;385.689
"HATS-77 b";"HATS-77";0;0;2021;0.03607;13.058;4071;0.64;436.176
"HATS-8 b";"HATS-8";0;0;2015;0.04667;9.785;5679;1.09;794.637
"HATS-9 b";"HATS-9";0;0;2015;0.0312;13.85;5599;1.56;638.7
"HD 100546 b";"HD 100546";0;0;2014;53.0;77.342;10500;1.85;109.677
"HD 100655 b";"HD 100655";0;0;2011;0.68;13.5;4891;10.06;137.178
"HD 100777 b";"HD 100777";0;0;2007;1.06;13.7;5533;1.04;49.5336
"HD 101581 b";"HIP 56998";0;0;2025;0.046;0.956;4675;0.63;12.7781
"HD 101581 c";"HIP 56998";0;0;2025;0.0573;0.99;4675;0.63;12.7781
"HD 10180 c";"HD 10180";0;0;2010;0.06412;3.68;5911;1.11;38.9607
"HD 10180 d";"HD 10180";0;0;2010;0.12859;3.45;5911;1.11;38.9607
"HD 10180 e";"HD 10180";0;0;2010;0.2699;5.39;5911;1.11;38.9607
"HD 10180 f";"HD 10180";0;0;2010;0.4929;5.24;5911;1.11;38.9607
"HD 10180 g";"HD 10180";0;0;2010;1.427;4.91;5911;1.11;38.9607
"HD 10180 h";"HD 10180";0;0;2010;3.381;9.4;5911;1.11;38.9607
"HD 101930 b";"HD 101930";0;0;2005;0.3;10.6;5108;0.86;30.0274
"HD 102117 b";"HD 102117";0;0;2005;0.15;8.47;5655;1.23;39.5792
"HD 102195 b";"HD 102195";0;0;2006;0.05;14.2;5301;0.82;29.3386
"HD 102272 b";"HD 102272";0;0;2008;0.51;12.9;4790;10.3;347.097
"HD 102329 b";"HD 102329";0;0;2011;1.81;12.6;4745;9.82;217.107
"HD 102365 b";"HD 102365";0;0;2010;0.46;4.14;5630;0.95;9.2894
"HD 102843 b";"HD 102843";0;0;2019;4.074;13.1;5436;0.96;62.758
"HD 102956 b";"HD 102956";0;0;2010;0.0807;13.8;4985;4.55;121.89
"HD 103197 b";"HD 103197";0;0;2009;0.25;5.83;5250;0.88;57.1463
"HD 103720 b";"HD 103720";0;0;2014;0.0498;14.1;5017;0.73;45.5352
"HD 103774 b";"HD 103774";0;0;2013;0.07;13.3;6489;1.58;56.4089
"HD 103891 b";"HD 103891";0;0;2022;3.27;13.2;6072;2.22;55.5213
"HD 103949 b";"HD 103949";0;0;2019;0.439;3.35;4792;0.75;26.4997
"HD 104067 b";"HD 104067";0;0;2009;0.2674;9.2;4952;0.78;20.3632
"HD 104067 c";"HD 104067";0;0;2024;0.1058;3.69;4952;0.78;20.3632
"HD 10442 b";"HD 10442";0;0;2014;2.01;13.6;4912;1.97;135.374
"HD 104985 b";"HD 104985";0;0;2003;0.715;12.8;4738;11.12;100.576
"HD 105618 b";"HD 105618";0;0;2022;0.091;5.44;5671;1.27;70.0837
"HD 105618 c";"HD 105618";0;0;2022;35.731;11.9;5671;1.27;70.0837
"HD 105779 b";"HD 105779";0;0;2022;3.38;14.1;5792;0.94;55.2411
"HD 106252 b";"HD 106252";0;0;2002;2.61;12.5;5874;1.1;38.185
"HD 106270 b";"HD 106270";0;0;2011;3.34;12.4;5509;2.66;93.808
"HD 106315 b";"HD 106315";0;0;2017;0.0907;2.44;6327;1.29;109.353
"HD 106315 c";"HD 106315";0;0;2017;0.1536;4.35;6327;1.29;109.353
"HD 10647 b";"HD 10647";0;0;2006;2.015;13.8;6218;1.1;17.3357
"HD 106515 A b";"HD 106515 A";0;0;2012;4.491;12.5;5362;0.91;34.0915
"HD 106906 b";"HD 106906";0;0;2013;650.0;12.4;6516;2.12;103.029
"HD 10697 b";"HD 10697";0;0;1999;2.051;12.8;5641;1.86;33.1205
"HD 107148 b";"HD 107148";0;0;2005;0.269;9.6;5797;1.17;49.4156
"HD 107148 c";"HD 107148";0;0;2021;0.1407;4.7;5753;1.17;49.4156
"HD 108147 b";"HD 108147";0;0;2002;0.102;10.9;6256;1.21;38.92
"HD 108202 b";"HD 108202";0;0;2023;3.7;13.1;4556;0.66;38.6846
"HD 108236 b";"HD 108236";0;0;2020;0.04527;1.615;5660;0.88;64.5978
"HD 108236 c";"HD 108236";0;0;2020;0.062;2.071;5660;0.88;64.5978
"HD 108236 d";"HD 108236";0;0;2020;0.1074;2.539;5660;0.88;64.5978
"HD 108236 e";"HD 108236";0;0;2020;0.1367;3.083;5660;0.88;64.5978
"HD 108236 f";"HD 108236";0;0;2021;0.1758;2.017;5660;0.88;64.5978
"HD 108341 b";"HD 108341";0;0;2014;2.0;13.3;5122;0.79;48.9102
"HD 108863 b";"HD 108863";0;0;2011;1.32;13.3;4878;5.74;164.742
"HD 108874 b";"HD 108874";0;0;2002;1.04;13.6;5600;1.05;59.5175
"HD 108874 c";"HD 108874";0;0;2005;2.659;13.8;5551;1.09;59.5175
"HD 109246 b";"HD 109246";0;0;2010;0.33;13.9;5844;1.07;67.8349
"HD 109271 b";"HD 109271";0;0;2013;0.079;4.31;5783;1.29;55.8716
"HD 109271 c";"HD 109271";0;0;2013;0.196;5.27;5783;1.29;55.8716
"HD 109286 b";"HD 109286";0;0;2021;1.259;13.2;5694;1.09;55.4156
"HD 109749 b";"HD 109749";0;0;2005;0.0615;11.1;5824;1.22;63.0821
"HD 10975 b";"HD 10975";0;0;2021;0.95;14.3;4840;11.16;116.506
"HD 109988 b";"HD 109988";0;0;2022;12.518;12.1;5186;0.87;42.5279
"HD 110014 b";"HD 110014";0;0;2009;2.14;12.4;4445;20.9;100.758
"HD 110067 b";"HD 110067";0;0;2023;0.0793;2.2;5266;0.79;32.1585
"HD 110067 c";"HD 110067";0;0;2023;0.1039;2.388;5266;0.79;32.1585
"HD 110067 d";"HD 110067";0;0;2023;0.1362;2.852;5266;0.79;32.1585
"HD 110067 e";"HD 110067";0;0;2023;0.1785;1.94;5266;0.79;32.1585
"HD 110067 f";"HD 110067";0;0;2023;0.2163;2.601;5266;0.79;32.1585
"HD 110067 g";"HD 110067";0;0;2023;0.2621;2.607;5266;0.79;32.1585
"HD 110082 b";"HD 110082";0;0;2021;0.113;3.2;6200;1.19;105.096
"HD 110113 b";"HD 110113";0;0;2021;0.035;2.05;5732;0.97;106.307
"HD 110113 c";"HD 110113";0;0;2021;0.068;2.114;5732;0.97;106.307
"HD 110537 b";"HD 110537";0;0;2022;16.714;11.9;5718;1.17;45.0858
"HD 11112 b";"HD 11112";0;0;2022;13.38;12.6;5906;1.47;44.3804
"HD 111232 b";"HD 111232";0;0;2003;2.148;12.6;5512;0.9;28.9571
"HD 111232 c";"HD 111232";0;0;2022;17.25;12.2;5494;0.9;28.9571
"HD 111591 b";"HD 111591";0;0;2017;2.5;12.9;4884;8.03;114.166
"HD 111998 b";"HD 111998";0;0;2016;1.91;12.9;6557;1.45;33.2237
"HD 112300 b";"HD 112300";0;0;2023;1.33;12.2;3657;65.8;62.07324
"HD 112570 b";"HD 112570";0;0;2023;3.9;13.1;4750;9.85;101.166
"HD 112640 b";"HD 112640";0;0;2020;1.7;12.9;4155;39.0;323.335
"HD 113337 b";"HD 113337";0;0;2013;1.022;13.1;6667;1.53;36.18
"HD 113337 c";"HD 113337";0;0;2020;6.805;12.1;6667;1.53;36.18
"HD 11343 c";"HIP 8541";0;0;2022;0.923;13.9;4709;6.78;155.121
"HD 113538 b";"HD 113538";0;0;2010;1.24;13.2;4462;0.53;16.2817
"HD 113538 c";"HD 113538";0;0;2010;2.44;13.8;4462;0.53;16.2817
"HD 113996 b";"HD 113996";0;0;2017;1.6;12.7;4181;25.11;116.334
"HD 114082 b";"HD 114082";0;0;2022;0.5109;11.209;6651;1.49;95.3906
"HD 114386 b";"HD 114386";0;0;2003;1.73;13.7;4836;0.76;27.9243
"HD 114729 b";"HD 114729";0;0;2002;2.067;13.9;5844;1.47;37.8063
"HD 114783 b";"HD 114783";0;0;2001;1.16;13.7;5135;0.84;21.0628
"HD 114783 c";"HD 114783";0;0;2018;5.0;13.4;5127;0.84;21.0628
"HD 11505 b";"HD 11505";0;0;2022;20.247;12.6;5757;1.2;38.9679
"HD 11506 b";"HD 11506";0;0;2007;2.885;12.9;6123;1.24;51.261
"HD 11506 c";"HD 11506";0;0;2008;0.771;14.0;6123;1.34;51.261
"HD 11506 d";"HD 11506";0;0;2022;18.2;12.3;6123;1.24;51.261
"HD 115404 A b";"HD 115404 A";0;0;2022;0.088;6.09;5019;0.73;10.9816
"HD 115404 A c";"HD 115404 A";0;0;2022;11.364;12.5;5019;0.73;10.9816
"HD 115954 b";"HD 115954";0;0;2021;5.0;12.6;5957;1.21;87.6437
"HD 116029 b";"HD 116029";0;0;2011;1.65;13.6;4819;4.89;123.245
"HD 117207 b";"HD 117207";0;0;2004;3.787;13.4;5732;1.07;32.3547
"HD 11755 b";"HD 11755";0;0;2015;1.09;12.8;4312;20.58;235.045
"HD 117618 b";"HD 117618";0;0;2004;0.18;8.59;5990;1.2;37.7781
"HD 118203 b";"HD 118203";0;0;2005;0.0701;12.554;5872;2.1;92.2589
"HD 118203 c";"HD 118203";0;0;2024;6.2;12.4;5872;2.1;92.2589
"HD 11964 b";"HD 11964";0;0;2005;3.16;14.1;5303;2.01;33.5369
"HD 11964 c";"HD 11964";0;0;2008;0.229;5.38;5303;2.01;33.5369
"HD 11977 b";"HD 11977";0;0;2005;1.93;12.7;4970;10.09;67.9331
"HD 120084 b";"HD 120084";0;0;2013;4.21;12.7;4879;10.37;103.044
"HD 121504 b";"HD 121504";0;0;2003;0.33;13.6;6027;1.07;41.6592
"HD 12235 b";"HD 12235";0;0;2022;0.054;3.23;5986;1.8;31.7627
"HD 12235 c";"HD 12235";0;0;2022;22.21;12.5;5986;1.8;31.7627
"HD 122562 c";"HD 122562";0;0;2022;0.406;10.1;4956;2.17;53.2528
"HD 124330 b";"HD 124330";0;0;2021;0.86;14.0;5873;1.3;60.1977
"HD 12484 b";"HD 12484";0;0;2016;0.297;13.2;5920;1.0;48.3367
"HD 125271 b";"HD 125271";0;0;2022;10.817;12.4;4704;0.75;39.3466
"HD 125390 b";"HD 125390";0;0;2019;3.496;11.9;4882;6.47;153.647
"HD 125595 b";"HD 125595";0;0;2009;0.08;2.4;4691;0.74;28.1989
"HD 125612 b";"HD 125612";0;0;2007;1.349;13.2;5900;1.07;57.6207
"HD 125612 c";"HD 125612";0;0;2009;0.051;4.07;5900;1.05;57.6207
"HD 125612 d";"HD 125612";0;0;2009;3.982;12.7;5900;1.05;57.6207
"HD 12648 b";"HD 12648";0;0;2015;0.54;13.4;4835;11.02;182.192
"HD 126525 b";"HD 126525";0;0;2018;1.837;10.3;5638;0.98;37.6506
"HD 12661 b";"HD 12661";0;0;2000;0.84;13.3;5645;1.2;37.8478
"HD 12661 c";"HD 12661";0;0;2002;2.8145;13.4;5748;1.11;37.8478
"HD 126614 b";"HD 126614";0;0;2009;2.249;12.7;5568;1.37;73.0961
"HD 127506 b";"HD 127506";0;0;2022;0.287;5.67;4595;0.74;22.5279
"HD 128311 b";"HD 128311";0;0;2002;1.084;13.5;4965;0.76;16.3292
"HD 128311 c";"HD 128311";0;0;2005;1.74;13.0;4965;0.76;16.3292
"HD 128356 b";"HD 128356";0;0;2016;0.87;13.9;4875;0.85;26.1548
"HD 129445 b";"HD 129445";0;0;2009;2.9;13.3;5646;1.18;67.4386
"HD 130322 b";"HD 130322";0;0;1999;0.0925;13.7;5387;0.85;31.8766
"HD 131496 b";"HD 131496";0;0;2011;2.01;13.4;4846;4.44;131.849
"HD 13167 b";"HD 13167";0;0;2018;4.1;13.1;5671;2.39;148.934
"HD 13189 b";"HD 13189";0;0;2005;1.25;12.4;4175;38.41;497.823
"HD 132406 b";"HD 132406";0;0;2007;1.98;12.8;5766;1.34;70.7832
"HD 132563 b";"HD 132563";0;0;2011;2.62;13.6;6289;1.3;105.155
"HD 133131 A b";"HD 133131 A";0;0;2016;1.44;13.6;5799;0.96;51.4736
"HD 133131 A c";"HD 133131 A";0;0;2016;4.49;14.3;5799;0.96;51.4736
"HD 133131 B b";"HD 133131 B";0;0;2016;6.15;13.3;5805;0.99;51.2993
"HD 134060 b";"HD 134060";0;0;2019;0.0444;3.16;5966;1.16;24.0125
"HD 134060 c";"HD 134060";0;0;2019;2.3928;5.91;5966;1.16;24.0125
"HD 134606 b";"HD 134606";0;0;2024;0.1046;2.97;5576;1.16;26.7909
"HD 134606 c";"HD 134606";0;0;2024;0.3007;3.37;5576;1.16;26.7909
"HD 134606 d";"HD 134606";0;0;2024;1.941;7.59;5576;1.16;26.7909
"HD 134606 e";"HD 134606";0;0;2024;0.0527;1.33;5576;1.16;26.7909
"HD 134606 f";"HD 134606";0;0;2024;0.1784;2.24;5576;1.16;26.7909
"HD 134987 b";"HD 134987";0;0;1999;0.81;13.5;5736;1.22;26.1804
"HD 134987 c";"HD 134987";0;0;2009;5.8;13.9;5585;1.25;26.1804
"HD 135625 b";"HD 135625";0;0;2023;5.4;13.3;6041;1.36;56.518
"HD 135694 b";"HD 135694";0;0;2023;0.124695;2.857;5698;1.07;73.8713
"HD 135872 b";"HD 135872";0;0;2022;4.172;12.8;4992;3.93;82.4251
"HD 136118 b";"HD 136118";0;0;2022;2.327;12.3;6097;1.68;51.4359
"HD 136352 b";"HD 136352";0;0;2019;0.0964;1.664;5664;1.06;14.682
"HD 136352 c";"HD 136352";0;0;2019;0.1721;2.916;5664;1.06;14.682
"HD 136352 d";"HD 136352";0;0;2019;0.425;2.562;5664;1.06;14.682
"HD 136418 b";"HD 136418";0;0;2009;1.29;13.3;4989;3.78;105.168
"HD 136925 b";"HD 136925";0;0;2021;5.13;13.9;5773;1.19;47.874
"HD 13724 c";"HD 13724";0;0;2022;0.534;8.18;5835;1.04;43.465
"HD 137388 b";"HD 137388";0;0;2011;0.89;9.32;5181;0.88;40.4841
"HD 137496 b";"HD 137496";0;0;2021;0.02732;1.31;5799;1.59;155.317
"HD 137496 c";"HD 137496";0;0;2021;1.2163;12.6;5799;1.59;155.317
"HD 13808 b";"HD 13808";0;0;2021;0.10519;3.35;5035;0.78;28.2305
"HD 13808 c";"HD 13808";0;0;2021;0.2554;3.13;5035;0.78;28.2305
"HD 13908 b";"HD 13908";0;0;2013;0.154;13.9;6255;1.67;79.5515
"HD 13908 c";"HD 13908";0;0;2013;2.03;12.8;6255;1.67;79.5515
"HD 13931 b";"HD 13931";0;0;2009;5.15;13.2;5867;1.25;47.3963
"HD 139357 b";"HD 139357";0;0;2008;2.949;12.1;4700;11.47;112.09
"HD 1397 b";"HD 1397";0;0;2018;0.1097;11.5;5521;2.34;79.5702
"HD 14067 b";"HD 14067";0;0;2014;5.15;12.2;4815;12.4;142.024
"HD 140901 b";"HD 140901";0;0;2022;0.085;4.07;5610;0.95;15.2528
"HD 140901 c";"HD 140901";0;0;2022;11.8;13.4;5610;0.95;15.2528
"HD 141004 b";"HD 141004";0;0;2021;0.1238;3.77;5885;1.39;11.8148
"HD 141399 b";"HD 141399";0;0;2014;0.415;14.3;5600;1.39;37.0169
"HD 141399 c";"HD 141399";0;0;2014;0.689;13.6;5600;1.39;37.0169
"HD 141399 d";"HD 141399";0;0;2014;2.09;13.7;5600;1.39;37.0169
"HD 141399 e";"HD 141399";0;0;2014;5.0;14.1;5600;1.39;37.0169
"HD 141937 b";"HD 141937";0;0;2002;1.5;12.5;5870;1.03;33.3622
"HD 142 A d";"HD 142";0;0;2022;0.474;10.9;6273;1.41;26.1853
"HD 142 b";"HD 142";0;0;2001;1.039;12.7;6245;1.47;26.1853
"HD 142 c";"HD 142";0;0;2012;9.811;12.4;6245;1.47;26.1853
"HD 142022 A b";"HD 142022 A";0;0;2005;2.93;12.9;5421;1.04;34.2802
"HD 142245 b";"HD 142245";0;0;2011;2.78;13.1;4922;4.63;97.2305
"HD 142415 b";"HD 142415";0;0;2003;1.06;13.5;5940;1.04;35.5318
"HD 143105 b";"HD 143105";0;0;2016;0.0379;13.7;6380;1.65;46.7789
"HD 143361 b";"HD 143361";0;0;2008;1.988;12.9;5507;0.92;68.5146
"HD 144899 b";"HD 144899";0;0;2022;0.242;4.77;6126;1.65;115.665
"HD 145377 b";"HD 145377";0;0;2008;0.45;12.8;6014;1.05;53.4884
"HD 145457 b";"HD 145457";0;0;2010;0.762;13.2;4757;9.9;135.292
"HD 145675 c";"14 Her";0;0;2021;11.924;12.9;5315;1.0;17.9323
"HD 145934 b";"HD 145934";0;0;2015;4.89;13.4;4824;6.93;227.881
"HD 1461 b";"HD 1461";0;0;2010;0.0634;2.42;5765;1.15;23.4534
"HD 1461 c";"HD 1461";0;0;2015;0.1117;2.23;5765;1.15;23.4534
"HD 147018 b";"HD 147018";0;0;2009;0.2388;13.4;5441;0.94;40.4256
"HD 147018 c";"HD 147018";0;0;2009;1.922;12.7;5441;0.94;40.4256
